timestamp,sede_id,sede,horizon_hours,yhat
2025-10-31 05:00:00,UPTC-CHI,Chiquinquirá,168,0.1023387
2025-10-31 05:00:00,UPTC-DUI,Duitama,168,2.5427372
2025-10-31 05:00:00,UPTC-SOG,Sogamoso,168,3.0671017
2025-10-31 05:00:00,UPTC-TUN,Tunja,168,0.31875208
2025-10-31 05:00:00,UPTC_CHI,Chiquinquirá,168,0.57387245
2025-10-31 05:00:00,UPTC_DUI,Duitama,168,2.3168213
2025-10-31 05:00:00,UPTC_SOG,Sogamoso,168,2.1632645
2025-10-31 05:00:00,UPTC_TUN,Tunja,168,1.0169986
2025-10-31 05:00:00,uptc_chi,Chiquinquirá,168,0.23788038
2025-10-31 05:00:00,uptc_dui,Duitama,168,1.8311336
2025-10-31 05:00:00,uptc_sog,Sogamoso,168,3.0818832
2025-10-31 05:00:00,uptc_tun,Tunja,168,0.8054367
2025-10-31 06:00:00,UPTC-CHI,Chiquinquirá,168,0.103032246
2025-10-31 06:00:00,UPTC-DUI,Duitama,168,4.005168
2025-10-31 06:00:00,UPTC-SOG,Sogamoso,168,2.9850268
2025-10-31 06:00:00,UPTC-TUN,Tunja,168,1.7058952
2025-10-31 06:00:00,UPTC_CHI,Chiquinquirá,168,0.5109155
2025-10-31 06:00:00,UPTC_DUI,Duitama,168,2.2816112
2025-10-31 06:00:00,UPTC_SOG,Sogamoso,168,2.323646
2025-10-31 06:00:00,UPTC_TUN,Tunja,168,0.9830894
2025-10-31 06:00:00,uptc_chi,Chiquinquirá,168,2.2170873
2025-10-31 06:00:00,uptc_dui,Duitama,168,4.1973367
2025-10-31 06:00:00,uptc_sog,Sogamoso,168,3.0922403
2025-10-31 06:00:00,uptc_tun,Tunja,168,2.0201335
2025-10-31 07:00:00,UPTC-CHI,Chiquinquirá,168,4.2169046
2025-10-31 07:00:00,UPTC-DUI,Duitama,168,4.310102
2025-10-31 07:00:00,UPTC-SOG,Sogamoso,168,16.167961
2025-10-31 07:00:00,UPTC-TUN,Tunja,168,2.9550571
2025-10-31 07:00:00,UPTC_CHI,Chiquinquirá,168,3.2221313
2025-10-31 07:00:00,UPTC_DUI,Duitama,168,7.2753673
2025-10-31 07:00:00,UPTC_SOG,Sogamoso,168,6.539575
2025-10-31 07:00:00,UPTC_TUN,Tunja,168,2.423744
2025-10-31 07:00:00,uptc_chi,Chiquinquirá,168,3.2542787
2025-10-31 07:00:00,uptc_dui,Duitama,168,9.232964
2025-10-31 07:00:00,uptc_sog,Sogamoso,168,4.147278
2025-10-31 07:00:00,uptc_tun,Tunja,168,1.5562725
2025-10-31 08:00:00,UPTC-CHI,Chiquinquirá,168,1.2026588
2025-10-31 08:00:00,UPTC-DUI,Duitama,168,5.399599
2025-10-31 08:00:00,UPTC-SOG,Sogamoso,168,6.6373825
2025-10-31 08:00:00,UPTC-TUN,Tunja,168,1.325662
2025-10-31 08:00:00,UPTC_CHI,Chiquinquirá,168,2.9926913
2025-10-31 08:00:00,UPTC_DUI,Duitama,168,7.19358
2025-10-31 08:00:00,UPTC_SOG,Sogamoso,168,6.7325606
2025-10-31 08:00:00,UPTC_TUN,Tunja,168,2.5471542
2025-10-31 08:00:00,uptc_chi,Chiquinquirá,168,13.102821
2025-10-31 08:00:00,uptc_dui,Duitama,168,3.995593
2025-10-31 08:00:00,uptc_sog,Sogamoso,168,5.219611
2025-10-31 08:00:00,uptc_tun,Tunja,168,1.70429
2025-10-31 09:00:00,UPTC-CHI,Chiquinquirá,168,5.197143
2025-10-31 09:00:00,UPTC-DUI,Duitama,168,17.480661
2025-10-31 09:00:00,UPTC-SOG,Sogamoso,168,3.9952655
2025-10-31 09:00:00,UPTC-TUN,Tunja,168,1.327219
2025-10-31 09:00:00,UPTC_CHI,Chiquinquirá,168,2.9975567
2025-10-31 09:00:00,UPTC_DUI,Duitama,168,7.0351567
2025-10-31 09:00:00,UPTC_SOG,Sogamoso,168,6.8512774
2025-10-31 09:00:00,UPTC_TUN,Tunja,168,2.8281903
2025-10-31 09:00:00,uptc_chi,Chiquinquirá,168,1.9131237
2025-10-31 09:00:00,uptc_dui,Duitama,168,4.4244175
2025-10-31 09:00:00,uptc_sog,Sogamoso,168,24.577518
2025-10-31 09:00:00,uptc_tun,Tunja,168,1.6049669
2025-10-31 10:00:00,UPTC-CHI,Chiquinquirá,168,3.6997962
2025-10-31 10:00:00,UPTC-DUI,Duitama,168,6.0380263
2025-10-31 10:00:00,UPTC-SOG,Sogamoso,168,7.535269
2025-10-31 10:00:00,UPTC-TUN,Tunja,168,4.110133
2025-10-31 10:00:00,UPTC_CHI,Chiquinquirá,168,3.0714633
2025-10-31 10:00:00,UPTC_DUI,Duitama,168,8.332425
2025-10-31 10:00:00,UPTC_SOG,Sogamoso,168,8.329895
2025-10-31 10:00:00,UPTC_TUN,Tunja,168,3.3741908
2025-10-31 10:00:00,uptc_chi,Chiquinquirá,168,3.0676544
2025-10-31 10:00:00,uptc_dui,Duitama,168,12.837289
2025-10-31 10:00:00,uptc_sog,Sogamoso,168,17.046953
2025-10-31 10:00:00,uptc_tun,Tunja,168,1.5948787
2025-10-31 11:00:00,UPTC-CHI,Chiquinquirá,168,4.3232903
2025-10-31 11:00:00,UPTC-DUI,Duitama,168,15.469738
2025-10-31 11:00:00,UPTC-SOG,Sogamoso,168,4.0117598
2025-10-31 11:00:00,UPTC-TUN,Tunja,168,1.1848198
2025-10-31 11:00:00,UPTC_CHI,Chiquinquirá,168,2.0733333
2025-10-31 11:00:00,UPTC_DUI,Duitama,168,5.835074
2025-10-31 11:00:00,UPTC_SOG,Sogamoso,168,5.6058383
2025-10-31 11:00:00,UPTC_TUN,Tunja,168,1.938964
2025-10-31 11:00:00,uptc_chi,Chiquinquirá,168,11.849958
2025-10-31 11:00:00,uptc_dui,Duitama,168,16.596214
2025-10-31 11:00:00,uptc_sog,Sogamoso,168,3.6941805
2025-10-31 11:00:00,uptc_tun,Tunja,168,10.988083
2025-10-31 12:00:00,UPTC-CHI,Chiquinquirá,168,2.111388
2025-10-31 12:00:00,UPTC-DUI,Duitama,168,3.5447147
2025-10-31 12:00:00,UPTC-SOG,Sogamoso,168,4.576041
2025-10-31 12:00:00,UPTC-TUN,Tunja,168,0.5948162
2025-10-31 12:00:00,UPTC_CHI,Chiquinquirá,168,1.1995903
2025-10-31 12:00:00,UPTC_DUI,Duitama,168,5.233027
2025-10-31 12:00:00,UPTC_SOG,Sogamoso,168,5.1668015
2025-10-31 12:00:00,UPTC_TUN,Tunja,168,0.6150708
2025-10-31 12:00:00,uptc_chi,Chiquinquirá,168,1.2283462
2025-10-31 12:00:00,uptc_dui,Duitama,168,2.9647164
2025-10-31 12:00:00,uptc_sog,Sogamoso,168,9.389938
2025-10-31 12:00:00,uptc_tun,Tunja,168,0.9804813
2025-10-31 13:00:00,UPTC-CHI,Chiquinquirá,168,1.311456
2025-10-31 13:00:00,UPTC-DUI,Duitama,168,3.38132
2025-10-31 13:00:00,UPTC-SOG,Sogamoso,168,8.84676
2025-10-31 13:00:00,UPTC-TUN,Tunja,168,1.9358482
2025-10-31 13:00:00,UPTC_CHI,Chiquinquirá,168,1.0209043
2025-10-31 13:00:00,UPTC_DUI,Duitama,168,4.0135245
2025-10-31 13:00:00,UPTC_SOG,Sogamoso,168,4.4577193
2025-10-31 13:00:00,UPTC_TUN,Tunja,168,0.48637015
2025-10-31 13:00:00,uptc_chi,Chiquinquirá,168,5.7913914
2025-10-31 13:00:00,uptc_dui,Duitama,168,10.138022
2025-10-31 13:00:00,uptc_sog,Sogamoso,168,7.3890324
2025-10-31 13:00:00,uptc_tun,Tunja,168,1.3479462
2025-10-31 14:00:00,UPTC-CHI,Chiquinquirá,168,5.1598363
2025-10-31 14:00:00,UPTC-DUI,Duitama,168,4.764696
2025-10-31 14:00:00,UPTC-SOG,Sogamoso,168,2.4578178
2025-10-31 14:00:00,UPTC-TUN,Tunja,168,8.778238
2025-10-31 14:00:00,UPTC_CHI,Chiquinquirá,168,1.7254099
2025-10-31 14:00:00,UPTC_DUI,Duitama,168,5.007041
2025-10-31 14:00:00,UPTC_SOG,Sogamoso,168,5.198663
2025-10-31 14:00:00,UPTC_TUN,Tunja,168,1.1838888
2025-10-31 14:00:00,uptc_chi,Chiquinquirá,168,1.9794462
2025-10-31 14:00:00,uptc_dui,Duitama,168,7.5476394
2025-10-31 14:00:00,uptc_sog,Sogamoso,168,4.3884773
2025-10-31 14:00:00,uptc_tun,Tunja,168,2.4093938
2025-10-31 15:00:00,UPTC-CHI,Chiquinquirá,168,2.5282362
2025-10-31 15:00:00,UPTC-DUI,Duitama,168,3.9309418
2025-10-31 15:00:00,UPTC-SOG,Sogamoso,168,3.7901473
2025-10-31 15:00:00,UPTC-TUN,Tunja,168,11.072633
2025-10-31 15:00:00,UPTC_CHI,Chiquinquirá,168,1.7269039
2025-10-31 15:00:00,UPTC_DUI,Duitama,168,5.1256213
2025-10-31 15:00:00,UPTC_SOG,Sogamoso,168,5.065129
2025-10-31 15:00:00,UPTC_TUN,Tunja,168,1.7371187
2025-10-31 15:00:00,uptc_chi,Chiquinquirá,168,2.015686
2025-10-31 15:00:00,uptc_dui,Duitama,168,6.987841
2025-10-31 15:00:00,uptc_sog,Sogamoso,168,4.943376
2025-10-31 15:00:00,uptc_tun,Tunja,168,2.743199
2025-10-31 16:00:00,UPTC-CHI,Chiquinquirá,168,7.3219495
2025-10-31 16:00:00,UPTC-DUI,Duitama,168,4.8533115
2025-10-31 16:00:00,UPTC-SOG,Sogamoso,168,6.051071
2025-10-31 16:00:00,UPTC-TUN,Tunja,168,0.99122554
2025-10-31 16:00:00,UPTC_CHI,Chiquinquirá,168,2.14546
2025-10-31 16:00:00,UPTC_DUI,Duitama,168,5.8250265
2025-10-31 16:00:00,UPTC_SOG,Sogamoso,168,5.476698
2025-10-31 16:00:00,UPTC_TUN,Tunja,168,1.6025633
2025-10-31 16:00:00,uptc_chi,Chiquinquirá,168,1.9626594
2025-10-31 16:00:00,uptc_dui,Duitama,168,5.4069934
2025-10-31 16:00:00,uptc_sog,Sogamoso,168,10.529794
2025-10-31 16:00:00,uptc_tun,Tunja,168,3.1611195
2025-10-31 17:00:00,UPTC-CHI,Chiquinquirá,168,0.9317994
2025-10-31 17:00:00,UPTC-DUI,Duitama,168,3.1266375
2025-10-31 17:00:00,UPTC-SOG,Sogamoso,168,3.7936766
2025-10-31 17:00:00,UPTC-TUN,Tunja,168,1.7344353
2025-10-31 17:00:00,UPTC_CHI,Chiquinquirá,168,2.1514204
2025-10-31 17:00:00,UPTC_DUI,Duitama,168,5.8959193
2025-10-31 17:00:00,UPTC_SOG,Sogamoso,168,5.7497296
2025-10-31 17:00:00,UPTC_TUN,Tunja,168,1.7334197
2025-10-31 17:00:00,uptc_chi,Chiquinquirá,168,3.7374866
2025-10-31 17:00:00,uptc_dui,Duitama,168,12.033165
2025-10-31 17:00:00,uptc_sog,Sogamoso,168,3.98912
2025-10-31 17:00:00,uptc_tun,Tunja,168,2.5379546
2025-10-31 18:00:00,UPTC-CHI,Chiquinquirá,168,4.3541408
2025-10-31 18:00:00,UPTC-DUI,Duitama,168,3.3917887
2025-10-31 18:00:00,UPTC-SOG,Sogamoso,168,2.8702056
2025-10-31 18:00:00,UPTC-TUN,Tunja,168,3.2591803
2025-10-31 18:00:00,UPTC_CHI,Chiquinquirá,168,0.528116
2025-10-31 18:00:00,UPTC_DUI,Duitama,168,2.9823325
2025-10-31 18:00:00,UPTC_SOG,Sogamoso,168,3.4735284
2025-10-31 18:00:00,UPTC_TUN,Tunja,168,1.1631728
2025-10-31 18:00:00,uptc_chi,Chiquinquirá,168,4.0909295
2025-10-31 18:00:00,uptc_dui,Duitama,168,8.615463
2025-10-31 18:00:00,uptc_sog,Sogamoso,168,7.651869
2025-10-31 18:00:00,uptc_tun,Tunja,168,1.6946865
2025-10-31 19:00:00,UPTC-CHI,Chiquinquirá,168,0.6694211
2025-10-31 19:00:00,UPTC-DUI,Duitama,168,3.536667
2025-10-31 19:00:00,UPTC-SOG,Sogamoso,168,3.751436
2025-10-31 19:00:00,UPTC-TUN,Tunja,168,1.0716246
2025-10-31 19:00:00,UPTC_CHI,Chiquinquirá,168,0.58495146
2025-10-31 19:00:00,UPTC_DUI,Duitama,168,3.0076964
2025-10-31 19:00:00,UPTC_SOG,Sogamoso,168,3.562547
2025-10-31 19:00:00,UPTC_TUN,Tunja,168,1.2743453
2025-10-31 19:00:00,uptc_chi,Chiquinquirá,168,1.2415026
2025-10-31 19:00:00,uptc_dui,Duitama,168,3.8947315
2025-10-31 19:00:00,uptc_sog,Sogamoso,168,3.2258728
2025-10-31 19:00:00,uptc_tun,Tunja,168,1.887647
2025-10-31 20:00:00,UPTC-CHI,Chiquinquirá,168,0.28076723
2025-10-31 20:00:00,UPTC-DUI,Duitama,168,3.210446
2025-10-31 20:00:00,UPTC-SOG,Sogamoso,168,3.1847014
2025-10-31 20:00:00,UPTC-TUN,Tunja,168,0.33099794
2025-10-31 20:00:00,UPTC_CHI,Chiquinquirá,168,0.45707697
2025-10-31 20:00:00,UPTC_DUI,Duitama,168,3.0414507
2025-10-31 20:00:00,UPTC_SOG,Sogamoso,168,3.4632003
2025-10-31 20:00:00,UPTC_TUN,Tunja,168,1.1412858
2025-10-31 20:00:00,uptc_chi,Chiquinquirá,168,3.7513802
2025-10-31 20:00:00,uptc_dui,Duitama,168,4.3304524
2025-10-31 20:00:00,uptc_sog,Sogamoso,168,3.0891922
2025-10-31 20:00:00,uptc_tun,Tunja,168,1.6018379
2025-10-31 21:00:00,UPTC-CHI,Chiquinquirá,168,-0.16498907
2025-10-31 21:00:00,UPTC-DUI,Duitama,168,3.0135338
2025-10-31 21:00:00,UPTC-SOG,Sogamoso,168,3.6269066
2025-10-31 21:00:00,UPTC-TUN,Tunja,168,0.79720247
2025-10-31 21:00:00,UPTC_CHI,Chiquinquirá,168,0.68181944
2025-10-31 21:00:00,UPTC_DUI,Duitama,168,2.272968
2025-10-31 21:00:00,UPTC_SOG,Sogamoso,168,2.4278452
2025-10-31 21:00:00,UPTC_TUN,Tunja,168,0.9268883
2025-10-31 21:00:00,uptc_chi,Chiquinquirá,168,1.0954103
2025-10-31 21:00:00,uptc_dui,Duitama,168,2.308539
2025-10-31 21:00:00,uptc_sog,Sogamoso,168,3.6304495
2025-10-31 21:00:00,uptc_tun,Tunja,168,1.7773508
2025-10-31 22:00:00,UPTC-CHI,Chiquinquirá,168,0.1651298
2025-10-31 22:00:00,UPTC-DUI,Duitama,168,3.9528167
2025-10-31 22:00:00,UPTC-SOG,Sogamoso,168,3.7785058
2025-10-31 22:00:00,UPTC-TUN,Tunja,168,1.9729083
2025-10-31 22:00:00,UPTC_CHI,Chiquinquirá,168,0.6815498
2025-10-31 22:00:00,UPTC_DUI,Duitama,168,2.224278
2025-10-31 22:00:00,UPTC_SOG,Sogamoso,168,2.394927
2025-10-31 22:00:00,UPTC_TUN,Tunja,168,0.9746673
2025-10-31 22:00:00,uptc_chi,Chiquinquirá,168,1.0472203
2025-10-31 22:00:00,uptc_dui,Duitama,168,4.647072
2025-10-31 22:00:00,uptc_sog,Sogamoso,168,4.040011
2025-10-31 22:00:00,uptc_tun,Tunja,168,2.5812204
2025-10-31 23:00:00,UPTC-CHI,Chiquinquirá,168,-0.7365075
2025-10-31 23:00:00,UPTC-DUI,Duitama,168,3.7589266
2025-10-31 23:00:00,UPTC-SOG,Sogamoso,168,2.4858506
2025-10-31 23:00:00,UPTC-TUN,Tunja,168,2.2384236
2025-10-31 23:00:00,UPTC_CHI,Chiquinquirá,168,0.6814504
2025-10-31 23:00:00,UPTC_DUI,Duitama,168,2.2689734
2025-10-31 23:00:00,UPTC_SOG,Sogamoso,168,2.4250908
2025-10-31 23:00:00,UPTC_TUN,Tunja,168,0.93162614
2025-10-31 23:00:00,uptc_chi,Chiquinquirá,168,1.8274395
2025-10-31 23:00:00,uptc_dui,Duitama,168,4.299487
2025-10-31 23:00:00,uptc_sog,Sogamoso,168,3.9531639
2025-10-31 23:00:00,uptc_tun,Tunja,168,1.9749256
2025-11-01 00:00:00,UPTC-CHI,Chiquinquirá,168,-1.070636
2025-11-01 00:00:00,UPTC-DUI,Duitama,168,2.043033
2025-11-01 00:00:00,UPTC-SOG,Sogamoso,168,1.3988146
2025-11-01 00:00:00,UPTC-TUN,Tunja,168,1.6397487
2025-11-01 00:00:00,UPTC_CHI,Chiquinquirá,168,0.65603644
2025-11-01 00:00:00,UPTC_DUI,Duitama,168,2.0080287
2025-11-01 00:00:00,UPTC_SOG,Sogamoso,168,2.4860349
2025-11-01 00:00:00,UPTC_TUN,Tunja,168,1.078152
2025-11-01 00:00:00,uptc_chi,Chiquinquirá,168,0.8309309
2025-11-01 00:00:00,uptc_dui,Duitama,168,3.7965922
2025-11-01 00:00:00,uptc_sog,Sogamoso,168,2.7907119
2025-11-01 00:00:00,uptc_tun,Tunja,168,0.047087137
2025-11-01 01:00:00,UPTC-CHI,Chiquinquirá,168,1.3122963
2025-11-01 01:00:00,UPTC-DUI,Duitama,168,2.6916716
2025-11-01 01:00:00,UPTC-SOG,Sogamoso,168,3.6137378
2025-11-01 01:00:00,UPTC-TUN,Tunja,168,1.2602615
2025-11-01 01:00:00,UPTC_CHI,Chiquinquirá,168,0.658688
2025-11-01 01:00:00,UPTC_DUI,Duitama,168,2.0315473
2025-11-01 01:00:00,UPTC_SOG,Sogamoso,168,2.2096376
2025-11-01 01:00:00,UPTC_TUN,Tunja,168,1.0820081
2025-11-01 01:00:00,uptc_chi,Chiquinquirá,168,1.1123868
2025-11-01 01:00:00,uptc_dui,Duitama,168,2.6795454
2025-11-01 01:00:00,uptc_sog,Sogamoso,168,3.3935213
2025-11-01 01:00:00,uptc_tun,Tunja,168,0.9416277
2025-11-01 02:00:00,UPTC-CHI,Chiquinquirá,168,-0.45834523
2025-11-01 02:00:00,UPTC-DUI,Duitama,168,3.1343863
2025-11-01 02:00:00,UPTC-SOG,Sogamoso,168,3.0305645
2025-11-01 02:00:00,UPTC-TUN,Tunja,168,1.3871014
2025-11-01 02:00:00,UPTC_CHI,Chiquinquirá,168,0.68539184
2025-11-01 02:00:00,UPTC_DUI,Duitama,168,2.0305862
2025-11-01 02:00:00,UPTC_SOG,Sogamoso,168,2.4963636
2025-11-01 02:00:00,UPTC_TUN,Tunja,168,1.0783756
2025-11-01 02:00:00,uptc_chi,Chiquinquirá,168,1.4593614
2025-11-01 02:00:00,uptc_dui,Duitama,168,4.6000514
2025-11-01 02:00:00,uptc_sog,Sogamoso,168,3.9137406
2025-11-01 02:00:00,uptc_tun,Tunja,168,0.6984348
2025-11-01 03:00:00,UPTC-CHI,Chiquinquirá,168,0.8243186
2025-11-01 03:00:00,UPTC-DUI,Duitama,168,3.844462
2025-11-01 03:00:00,UPTC-SOG,Sogamoso,168,2.6020088
2025-11-01 03:00:00,UPTC-TUN,Tunja,168,-0.1103906
2025-11-01 03:00:00,UPTC_CHI,Chiquinquirá,168,0.656296
2025-11-01 03:00:00,UPTC_DUI,Duitama,168,2.051161
2025-11-01 03:00:00,UPTC_SOG,Sogamoso,168,2.2096312
2025-11-01 03:00:00,UPTC_TUN,Tunja,168,1.0771708
2025-11-01 03:00:00,uptc_chi,Chiquinquirá,168,1.8263658
2025-11-01 03:00:00,uptc_dui,Duitama,168,3.7965922
2025-11-01 03:00:00,uptc_sog,Sogamoso,168,3.2255557
2025-11-01 03:00:00,uptc_tun,Tunja,168,0.9416277
2025-11-01 04:00:00,UPTC-CHI,Chiquinquirá,168,0.71617967
2025-11-01 04:00:00,UPTC-DUI,Duitama,168,3.3671832
2025-11-01 04:00:00,UPTC-SOG,Sogamoso,168,3.0299506
2025-11-01 04:00:00,UPTC-TUN,Tunja,168,0.677791
2025-11-01 04:00:00,UPTC_CHI,Chiquinquirá,168,0.6397983
2025-11-01 04:00:00,UPTC_DUI,Duitama,168,2.258844
2025-11-01 04:00:00,UPTC_SOG,Sogamoso,168,2.495176
2025-11-01 04:00:00,UPTC_TUN,Tunja,168,0.8719907
2025-11-01 04:00:00,uptc_chi,Chiquinquirá,168,1.5235484
2025-11-01 04:00:00,uptc_dui,Duitama,168,4.4842067
2025-11-01 04:00:00,uptc_sog,Sogamoso,168,1.718148
2025-11-01 04:00:00,uptc_tun,Tunja,168,2.408132
2025-11-01 05:00:00,UPTC-CHI,Chiquinquirá,168,-0.13547888
2025-11-01 05:00:00,UPTC-DUI,Duitama,168,2.3821516
2025-11-01 05:00:00,UPTC-SOG,Sogamoso,168,3.0774143
2025-11-01 05:00:00,UPTC-TUN,Tunja,168,0.3800268
2025-11-01 05:00:00,UPTC_CHI,Chiquinquirá,168,0.586286
2025-11-01 05:00:00,UPTC_DUI,Duitama,168,2.4908805
2025-11-01 05:00:00,UPTC_SOG,Sogamoso,168,2.217428
2025-11-01 05:00:00,UPTC_TUN,Tunja,168,1.0429492
2025-11-01 05:00:00,uptc_chi,Chiquinquirá,168,0.22927234
2025-11-01 05:00:00,uptc_dui,Duitama,168,2.3979175
2025-11-01 05:00:00,uptc_sog,Sogamoso,168,3.1304452
2025-11-01 05:00:00,uptc_tun,Tunja,168,0.89391136
2025-11-01 06:00:00,UPTC-CHI,Chiquinquirá,168,0.113814294
2025-11-01 06:00:00,UPTC-DUI,Duitama,168,3.9891775
2025-11-01 06:00:00,UPTC-SOG,Sogamoso,168,3.033589
2025-11-01 06:00:00,UPTC-TUN,Tunja,168,2.2099206
2025-11-01 06:00:00,UPTC_CHI,Chiquinquirá,168,0.5199799
2025-11-01 06:00:00,UPTC_DUI,Duitama,168,2.4672334
2025-11-01 06:00:00,UPTC_SOG,Sogamoso,168,2.5099342
2025-11-01 06:00:00,UPTC_TUN,Tunja,168,1.1110437
2025-11-01 06:00:00,uptc_chi,Chiquinquirá,168,2.3379238
2025-11-01 06:00:00,uptc_dui,Duitama,168,4.7889686
2025-11-01 06:00:00,uptc_sog,Sogamoso,168,3.1408024
2025-11-01 06:00:00,uptc_tun,Tunja,168,2.061901
2025-11-01 07:00:00,UPTC-CHI,Chiquinquirá,168,4.5640693
2025-11-01 07:00:00,UPTC-DUI,Duitama,168,3.4152474
2025-11-01 07:00:00,UPTC-SOG,Sogamoso,168,11.432175
2025-11-01 07:00:00,UPTC-TUN,Tunja,168,1.7826936
2025-11-01 07:00:00,UPTC_CHI,Chiquinquirá,168,3.6036649
2025-11-01 07:00:00,UPTC_DUI,Duitama,168,8.147939
2025-11-01 07:00:00,UPTC_SOG,Sogamoso,168,7.570111
2025-11-01 07:00:00,UPTC_TUN,Tunja,168,3.5367692
2025-11-01 07:00:00,uptc_chi,Chiquinquirá,168,3.454939
2025-11-01 07:00:00,uptc_dui,Duitama,168,10.236707
2025-11-01 07:00:00,uptc_sog,Sogamoso,168,3.2524245
2025-11-01 07:00:00,uptc_tun,Tunja,168,0.97575796
2025-11-01 08:00:00,UPTC-CHI,Chiquinquirá,168,0.30393192
2025-11-01 08:00:00,UPTC-DUI,Duitama,168,4.9124823
2025-11-01 08:00:00,UPTC-SOG,Sogamoso,168,7.1774373
2025-11-01 08:00:00,UPTC-TUN,Tunja,168,0.4774282
2025-11-01 08:00:00,UPTC_CHI,Chiquinquirá,168,3.5289607
2025-11-01 08:00:00,UPTC_DUI,Duitama,168,8.042836
2025-11-01 08:00:00,UPTC_SOG,Sogamoso,168,8.064012
2025-11-01 08:00:00,UPTC_TUN,Tunja,168,3.8385625
2025-11-01 08:00:00,uptc_chi,Chiquinquirá,168,7.935541
2025-11-01 08:00:00,uptc_dui,Duitama,168,3.832509
2025-11-01 08:00:00,uptc_sog,Sogamoso,168,5.2586045
2025-11-01 08:00:00,uptc_tun,Tunja,168,1.445076
2025-11-01 09:00:00,UPTC-CHI,Chiquinquirá,168,2.6055212
2025-11-01 09:00:00,UPTC-DUI,Duitama,168,14.468864
2025-11-01 09:00:00,UPTC-SOG,Sogamoso,168,3.136901
2025-11-01 09:00:00,UPTC-TUN,Tunja,168,0.4815657
2025-11-01 09:00:00,UPTC_CHI,Chiquinquirá,168,3.7002807
2025-11-01 09:00:00,UPTC_DUI,Duitama,168,8.190094
2025-11-01 09:00:00,UPTC_SOG,Sogamoso,168,8.354386
2025-11-01 09:00:00,UPTC_TUN,Tunja,168,4.1512847
